微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
InCOeAEHK,【#中国有故事# | 谁不想当“孙大圣”？】有这么一部电视连续剧，在中国无人不知。它“火”了30多年，一到寒暑假就循环播放。可是，你知道能飞十万八千里的“筋斗云”背后仅靠一根钢丝吗？为什么剧组男演员会被武警认为是逃犯？我们穿越取经之路，去感受《西游记》剧组的“九九八十一难”。#中国有故事#@中国青年报@中国青年网@江苏新闻@荔枝新闻@六小龄童@西游记摄像师王崇秋 共青团中央的秒拍视频                                 ,,无,"http://miaopai.video.weibocdn.com/002z6BwPlx07zQ8DeVCg01041200NfCu0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502442&ssig=zpO%2BPBFISU&KID=unistore,video",无,2020-01-02 15:25,微博视频号,3905,673,946
InCupmgKi,【燃！2020陆军MV】他们守护着祖国，守护着我们！致敬中国军人！#致敬最可爱的人# 人民陆军的微博视频  ,,无,"http://f.video.weibocdn.com/000WX6GNlx07zOcEwM5W01041200WyKV0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502442&ssig=afbhz0iPlc&KID=unistore,video",无,2020-01-02 14:36,微博视频号,1473,379,319
InC3b9ypK,【花式表白祖国沈阳音乐学院多人合唱我的祖国】“一条大河波浪宽，风吹稻花香两岸”……沈阳音乐学院师生和校友，通过网络连线进行了一次虚拟合唱，共同唱响《我的祖国》。一起祝福祖国！ 央视新闻的微博视频  ,,无,"http://f.video.weibocdn.com/0003T6WIlx07zPW0aiUU010412018Txb0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502443&ssig=42PS85j4hy&KID=unistore,video",无,2020-01-02 13:29,微博视频号,1192,534,461
InBwCnfhq,【腊八到啦，年味来啦】今日，农历腊月初八，俗话说“过了腊八就是年”，每年此日，人们开始准备年货，打扫房屋，祈福迎春。此外，家家户户还会做腊八粥、腌腊八蒜、吃腊八豆腐……关于腊八，还有哪些习俗？戳图了解↓↓  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/eaaf2affly1gahx5hu7w2j20x50u0ahi.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gahx5igasyj20x50u0tg7.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gahx5impfaj20x50u010a.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gahx5isd6cj20x50u045i.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gahx5iyhznj20x50u07b6.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gahx5j4aoej20x50u0jy7.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gahx5jah7rj20x50u0tf8.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gahx5jffwdj20x50u00yy.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gahx5jkxmxj20x50u010i.jpg",无,无,2020-01-02 12:09,NEX 3 5G,1017,3192,394
InB7Jk2uT,【周知：#长江十年禁渔#】近日农业农村部发布通告，从今年起在长江干流和重要支流除水生生物自然保护区和水产种植资源保护区以外的天然水域实施长江十年禁渔计划。在过去几十年快速、粗放的经济发展模式下，长江生物完整性指数已经到了最差的“无鱼”等级。所以实现禁捕，让长江休养生息，迫在眉睫。             [组图共3张]      原图                             ,,"http://ww1.sinaimg.cn/large/eaaf2affly1gai1htvgsgj20qy0mxtbw.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gai1fibmtzj20go0aimxh.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gai1fkxif4j20fa0a774f.jpg",无,无,2020-01-02 11:07,NEX 3 5G,6636,571,591
InAK7aRZZ,@ 共青团员  @ 全国青年 ：2020，共青团和你一起奋斗！ 2020，共青团和你一起奋斗  ,,无,无,无,2020-01-02 10:09,微博 weibo.com,1527,599,437
InADwuUJn,【大进展！香港警方捣破暴徒“地下电台”总部，骨干成员均被捕】据港媒，经深入调查后，香港警方于昨日（1日）首次捣破黑衣暴徒的“地下电台”，5名骨干成员被拘捕。香港警方还检获一批通信器材、气枪、斧头和利刀等武器，不排除被捕暴徒准备在非法活动中使用。（海外网）  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/eaaf2affly1gahzca3qmsj20cd0cfjzw.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gahzcaigghj20da0ibqb9.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gahzcapvydj208c08cjri.jpg",无,无,2020-01-02 09:53,NEX 3 5G,4197,373,442
InAbXD5zo,【2020年开始，为他们送上最有分量的告白】2019年他们以实际行动对祖国和社会作出最深沉的“告白”，给我们留下了毕生难忘、一生一世的感动。今年初始，让我们紧紧跟随国家主席习近平的新年祝福，一起对他们送上”2020+1314=3334“即三生三世三倍的“告白“回馈。礼赞新中国，奋斗新时代，转发致敬书写了不平凡人生的普通奋斗者们。#2020限定告白#             [组图共6张]      原图                             ,,"http://ww3.sinaimg.cn/large/eaaf2affly1gahxb8hfvqj20m80m8jtd.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gahxb8otmxj20m80m80ur.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gahxb8widvj20m80m80up.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gahxb92lwuj20m80m8mz3.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gahxb9huibj20m80m80uq.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gahxb9oiy3j20m80m80us.jpg",无,无,2020-01-02 08:45,NEX 3 5G,763,262,127
InzWSp5L2,【2020第一个工作日，为自己加油】今天，感谢不停奔跑的自己。也许梦想还未达成，也许生活尚不如意，但千万别放弃。一步一步来，一步一步成长，办法总比困难多。无论人生远行，还是自我提升，最重要的是不辜负自己。安安静静去努力，只争朝夕，不负韶华。愿新年，胜旧年，加油~#早安#  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/eaaf2affly1gahwagm9gdj20m80m80un.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gahwahbe4dj20m80m8wgd.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gahwahu5m4j20m80m8q4s.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gahwai82ruj20m80m8765.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gahwailzhzj20m80m8mz0.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gahwaiz72tj20m80m8dhp.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gahwajgi6tj20m80m840d.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gahwajvcc5j20m80m8q4t.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gahwakfkjzj20m80m80uj.jpg",无,无,2020-01-02 08:08,无,1868,783,332
Inwvk3QTm,只争朝夕，不负韶华。2020年的第一天，给自己留下一个“时间胶囊”，写下对这一年的期许，年底时再打开它～ #晚安#  原图 ,,http://wx1.sinaimg.cn/large/eaaf2affly1gahgzdkcyoj20m80m8q4g.jpg,无,无,2020-01-01 23:22,无,2339,263,902
InvUeuGdp,【新年快乐！一起来欣赏#橘子洲烟花#】长沙橘子洲烟花元旦专场，一起迎接崭新的2020！你好长沙的秒拍视频（你好长沙）  ,,无,"http://f.us.sinaimg.cn/003wHRuxlx07pHHf2w7C01040200PB1P0E010.mp4?label=mp4_hd&template=852x480.20.0&Expires=1622502466&ssig=HKL1Y6lCqe&KID=unistore,video",无,2020-01-01 21:50,微博视频号,2949,553,391
Invu1j8dB,【你的2020，是个什么年？】2020年是闰年，2月29日出生的同学又能过生日了；是奥运年，中国代表团将全力冲刺东京奥运会；是火星探测年，中国探火强势来袭；是全面小康年，全面建成小康社会的收官之年……2020更可以是梦想成真年，每一个努力的你，都能用奋斗创造属于自己的奇迹！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/eaaf2affly1gahck0tvaaj20lo0y7gqa.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gahck16h6zj20lo0y7aec.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gahck1i8udj20lo0y778z.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gahck1wfgkj20lo0y70xl.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gahck27p0cj20lo0y7q7t.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gahck2kh6wj20lo0y7aer.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gahck3a5gzj20lo0y7q7x.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gahck3mf7bj20lo0y7jw7.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gahck4mh25j20lo0y7gqm.jpg",无,无,2020-01-01 20:46,无,1937,577,315
Inuyk4PkN,【炫！2020全国各地跨年现场，你在吗？】2019年最后的夜晚，部分“网红”城市地标打卡迎接2020新年的到来：重庆解放碑、上海外滩、广州“小蛮腰”、武汉长江二桥、天津之眼……你在哪里，和谁一起跨年？戳视频↓↓新年快乐！人民日报的微博视频  ,,无,"http://f.video.weibocdn.com/002lJlh6lx07zODGdbYY01041200qgQZ0E010.mp4?label=mp4_hd&template=608x1080.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1622502469&ssig=B5fAlSb%2BzG&KID=unistore,video",无,2020-01-01 18:24,微博视频号,1704,163,274
Inu9OmhpJ,新年快乐，香港！Happy new year Hong Kong！作者 戴天抒 共青团中央的秒拍视频  ,,无,"http://miaopai.video.weibocdn.com/0041Iu2wlx07zOHOMP5u01041201N9WN0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502471&ssig=b3%2FLcpvwiO&KID=unistore,video",无,2020-01-01 17:23,微博视频号,2891,515,254
IntLQ2I6f,【2020中国红·鸿运当头】今天是新年第一天，转一组“红图”祝大家鸿运当头！中国红是传统文化的代代传承，希望“新”的一年大家拥有属于自己的锦绣前程！#小新Pro 13s 锦绣前程#  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/eaaf2affly1gagaj1qrg3j218w0u0jy3.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gagaj2rzn0j20xc0u0tdq.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gagaj42iknj21900njn2x.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gagaj4nak0j21900u0gr7.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gagaj4zpnwj20zk0qojxc.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gagaj597nxj20m80es0tf.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gagaj5lc6lj21400u0dm0.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gagaj5yxdzj21400u0ted.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gagaj6cgx7j218c0u0dmf.jpg",无,无,2020-01-01 16:24,无,1806,450,194
InthMC1Z5,【收藏！#2020年新年贺词#双语版】“只争朝夕，不负韶华”“万众一心加油干，越是艰险越向前”“用汗水浇灌收获，以实干笃定前行”……习主席发表的新年贺词中，这些鼓舞人心的话用英文怎么说？学习↓↓@中国日报  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/eaaf2affly1gah2vlgamlj20j60j6dib.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gah2vlxa9mj20j60j6tc2.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gah2vm67bzj20j60j6mzi.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gah2vmjgzsj20j60j60vy.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gah2vmq9mwj20j60j6q5p.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gah2vn0h6ij20j60j6413.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gah2vn81faj20j60j6goa.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gah2vne793j20j60j6tc4.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gah2vnke5vj20j60j6zmo.jpg",无,无,2020-01-01 15:10,NEX 3 5G,1344,515,85
InsRAAPuH,【2020年首场流星雨，周末上演！】新年伊始，象限仪流星雨将按时上演！象限仪流星雨是每年年初都会发生的一个较大流星雨，对于我国公众来说，较好的观测时段是1月3日晚至4日凌晨，每小时天空可能划过120颗左右流星！你的新年愿望是什么？ @央视新闻  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/eaaf2affly1gah10mq703j20b30gndg5.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gah10n5qrhj20j60chwfj.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gah10nc7hjj20ci0iaq3v.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gah10nga1sj20b408i0tn.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gah10njdjjj20dw099t94.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gah10nnhhqj20ci0arq3b.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gah10nrzfaj20c807s0t1.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gah10nvj1mj20fz0cv0t8.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gah10o1shqj20j60hm0w8.jpg",无,无,2020-01-01 14:06,NEX 3 5G,2358,420,363
Insl3iFXS,【致敬！扫雷英雄杜富国的新年愿望：继续做一名好兵！】日前，杜富国坐上主播台，连线北京，圆了主播梦。失去双手双眼，肺部和声带也受损，但他每天坚持练习朗诵，“我想用自己的声音，讲讲更多有意义的故事，讲讲战友的故事！”最好的新年祝福送给你，扫雷英雄！央视军事的微博视频  ,,无,"http://f.video.weibocdn.com/001xFUallx07zNqqe18k01041200mbiF0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1622502475&ssig=eOvfHFB0Gz&KID=unistore,video",无,2020-01-01 12:45,微博视频号,2307,161,186
InrQAg1Ey,叮咚！您的新年礼物已送达～#2020年考证时间表#来了，机会总会留给有准备的人，新的一年加油哟！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/eaaf2affly1gagwj8rtotj20go10g410.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gagwj8whjpj20go0nkjso.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gagwjgqwlaj20go0n80tz.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gagwjgvdgcj20go13kq5m.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gagwjh4szvj20go0rj0uv.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gagwjha73wj20go15ln08.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gagwjhfdvlj20go0uw0ve.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gagwjhl0chj20go1c1jve.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gagwjhqjqjj20go1lnaev.jpg",无,无,2020-01-01 11:30,NEX 3 5G,3600,2511,347
InrqUoWAQ,【新年快乐！新的一年，我想对你说____】去年立了什么flag，你都实现了吗？2019这一年中你印象最深的事是什么呢？新的一年，新的征程，用四个字期待一下你的2020吧～共青团中央的秒拍视频  ,,无,"http://miaopai.video.weibocdn.com/003nXMSKlx07zOfeCXZu01041200Nnnf0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502477&ssig=zHZV3BkXBd&KID=unistore,video",无,2020-01-01 10:27,微博视频号,847,127,224
InqX5cpSI,【新版医保目录1月1日起实施，70种药品将降价6成】新版医保目录于2020年1月1日开始实施，很多药品价格大幅下降。2019年国家医保药品目录谈判共有25名专家参加，对150种药品集中谈判，最终97种药品通过谈判方式进入医保目录，其中新增加的70种药品，平均降幅达到60.7%！人民日报的微博视频   ,,无,"http://f.video.weibocdn.com/003aj4xylx07zL19MG24010412006aC00E010.mp4?label=mp4_hd&template=864x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502479&ssig=O6u2Bs73e8&KID=unistore,video",无,2020-01-01 09:14,微博视频号,1062,144,126
Inqz3lq4o,【#新年第一场升旗# ，我爱你中国！】今晨，天安门广场迎来新年首个升旗仪式。雄壮的国歌声响彻广场，鲜艳的五星红旗与太阳一同升起。早安中国！央视新闻的微博视频  ,,无,"http://f.video.weibocdn.com/0035ANuvlx07zO43AEOA01041202PCFU0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502480&ssig=a6B1AYYYL0&KID=unistore,video",无,2020-01-01 08:14,微博视频号,5853,1451,550
Innki3fls,2019都发生了什么？咱们一起来回首2019，展望2020。时时刻刻，必须提醒自己，不管时间怎么流逝，咱必须得支棱着，支棱你就能成功了，老弟 共青团中央的秒拍视频演唱@米琪小连杀 填词@百万填词 混音@SuperNova团队 视频制作@牧守未来顾问@祚挂东南枝  ,,无,"http://miaopai.video.weibocdn.com/0009Yv4nlx07zNiNcxDW010412012E8e0E013.mp4?label=mp4_hd&template=1056x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502481&ssig=VasvaZJ9LE&KID=unistore,video",无,2020-01-01 00:00,微博视频号,1662,375,223
InmXX38yZ,【围观！央视主持天团的2019】在即将过去的2019年里，央视主持人集体“不受控”。他们押韵押到飞起，互怼怼得生疼，有点贫、有点皮、有点萌……@朱广权 版野狼DISCO毫无违和感！如果你还没看过这样的他们，快戳视频↓↓ http://t.cn/AiFRoISP  ,,无,无,无,2019-12-31 23:05,无,2230,342,208
InmzRDipj,“让我们只争朝夕，不负韶华，共同迎接2020年的到来。”  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/eaaf2affly1gag99ljv9pj20zm1e0gwj.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gag99mg9ttj20zm1e0qbf.jpg",无,无,2019-12-31 22:05,无,5516,1166,491
Inm9dwCKy,“前程荣似锦，万里展宏图”法国博衍汉章传统研习会的青年华人华侨及留学生代表在法国巴黎卢浮宫广场前，为小伙伴们送来2020年新年祝福～新年快乐 共青团中央的秒拍视频  ,,无,"http://gslb.miaopai.com/stream/catmODxSnt-FcgNW92baPXKW1u2i-0Aia8BeZg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_ld&mpflag=16&Expires=1622502483&ssig=TP4lEOVUfC&KID=unistore,video",无,2019-12-31 21:00,微博视频号,1526,201,122
InlNC53lu,【跨年倒计时！今晚，我们一起来聊聊天儿~】跨年夜，你打算怎么过？如果没安排，这里有一份很酷的打开方式！此刻，我们正在与东南卫视同步直播2020跨年“思·享”盛宴，13位来自两岸顶尖高校、权威科研院所以及高端智库的学者，将在今晚和你一起聊聊天！点视频，可能这是最硬核的跨年直播了@共青团福建省委 的一直播                                 ,,无,无,无,2019-12-31 20:07,NEX 3 5G,814,87,101
InlCh7Qci,国家主席习近平二〇二〇年新年贺词金句，一起来看↓↓@新华视点  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/eaaf2affly1gag4yyoqg7j20m80m80v6.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gag4yyuc2ej20m80m8n03.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gag4yyye08j20m80m8n0z.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gag4yz2c9cj20m80m8dix.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gag4yzboyjj20m80m8q55.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gag4yz7hlxj20m80m8dit.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gag4yzgwr3j20m80m8juf.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gag4yzku7uj20m80m8diq.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gag4yzp8pwj20m80m8dic.jpg",无,无,2019-12-31 19:39,NEX 3 5G,3404,1147,235
Inlrdhj35,国家主席习近平发表二〇二〇年新年贺词！共青团中央的秒拍视频  ,,无,"http://miaopai.video.weibocdn.com/0047QIErlx07zNeh19So01041202D17c0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502490&ssig=yoh45WKbhv&KID=unistore,video",无,2019-12-31 19:11,微博视频号,9049,3099,1017
InlnVn4Ji,【习主席送新年祝福】习近平：2020年就要到了，我在首都北京向大家送上新年的美好祝福！ 央视新闻的微博视频  ,,无,"http://f.video.weibocdn.com/0040LvLdlx07zNdBu31e0104120010oC0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502493&ssig=g5BcsymRXr&KID=unistore,video",无,2019-12-31 19:03,微博视频号,5198,1019,466
InkTR74mC,2020年即将到来，你的新年小目标想好了吗？1月1日0:00——24:00，带#新年心愿#发微博许下愿望，就会收到2020送给你的彩蛋哦~新年礼物不能错过！  原图 ,,http://wx4.sinaimg.cn/large/eaaf2affly1gag1532abqj20ku112u06.jpg,无,无,2019-12-31 17:49,微博 weibo.com,3242,878,1562
InkAy8tzr,【燃！我的祖国MV】新的一年将至，2020，祖国会更好！祝福祖国！ 央视新闻的微博视频  ,,无,"http://f.video.weibocdn.com/001FSCillx07zL5pjmxy01041201Fjwu0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502494&ssig=GqWBLToV6L&KID=unistore,video",无,2019-12-31 17:02,微博视频号,1380,436,240
InjUObJaa,【百余名老英雄被邀请回英雄营：“老首长，让我再向您做一次汇报吧！”】近日，中部战区空军地导某旅“英雄营”成立61周年之际，举行新荣誉室揭牌仪式。百余名老英雄被邀请“回家”。在营区一角“英雄树”前，老兵刘明小声说着什么，眼泪突然流了下来…向老英雄致敬！央视军事的微博视频   ,,无,"http://f.video.weibocdn.com/001xAprolx07zLD6qk6Y01041200Xm9i0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1622502495&ssig=oYOi3Xm6Iy&KID=unistore,video",无,2019-12-31 15:19,微博视频号,1337,139,100
Injsga9KM,【武汉市卫健委：未发现明显人传人现象，初步分析认为武汉肺炎病例系病毒性肺炎】近期部分医疗机构发现接诊的多例肺炎病例与华南海鲜城有关联，市卫健委接到报告后，立即在全市医疗卫生机构开展与华南海鲜城有关联的病例搜索和回顾性调查，目前已发现27例病例，其中7例病情严重，其余病例病情稳定可控，有2例病情好转拟于近期出院。病例临床表现主要为发热，少数病人呼吸困难，胸片呈双肺浸润性病灶。目前，所有病例均已隔离治疗，密切接触者的追踪调查和医学观察正在进行中，对华南海鲜城的卫生学调查和环境卫生处置正在进行中。武汉市组织同济医院、省疾控中心、中科院武汉病毒所、武汉市传染病医院及武汉市疾控中心等单位的临床医学、流行病学、病毒学专家进行会诊，专家从病情、治疗转归、流行病学调查、实验室初步检测等方面情况分析认为上述病例系病毒性肺炎。到目前为止调查未发现明显人传人现象，未发现医务人员感染。目前对病原的检测及感染原因的调查正在进行中。                  原图                             ,,http://wx1.sinaimg.cn/large/eaaf2affly1gafvhkghquj20ow0oan19.jpg,无,无,2019-12-31 14:08,NEX 3 5G,1168,193,178
Inj4RzE40,武汉发现不明原因肺炎不能断定是网上传言的SARS病毒。目前，相关病毒分型检测、隔离治疗等工作正在进行。    @人民日报  原图 ,,http://wx3.sinaimg.cn/large/eaaf2affly1gaftr0hw1cj20qy17y7fu.jpg,无,无,2019-12-31 13:11,NEX 3 5G,3291,294,436
IniuwsGzf,【超燃MV《当我想起英雄》，愿我们都做自己的英雄】#2019年最后一天#，回望2019，青春的你，经历了什么？平凡的世界里，有泪水、欢笑；有大义、小爱；有朴素、伟大......岁月奔腾，是真心，使一个个普通人成为英雄。写下这首新年献词，是以致敬。也愿世间美好与你环环相扣@青年湖南  共青团中央的秒拍视频                                 ,,无,"http://miaopai.video.weibocdn.com/0001YZomlx07zMJovksM01041200VPHI0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502512&ssig=rMSfmTqaJU&KID=unistore,video",无,2019-12-31 11:41,微博视频号,3644,1277,412
InisKeVdT,【90年，忠诚从未改变】在古田会议召开90周年之际，由中央军委政治工作部组织局、解放军新闻传播中心联合制作的《支部建在连上》回顾呈现以毛泽东同志为主要代表的中国共产党人探索“支部建在连上”这一伟大创举的酝酿发展和定型历程！戳视频了解↓↓ #领航强军新时代# 军报记者的微博视频  ,,无,"http://f.video.weibocdn.com/004tdNhflx07zLOpacKI0104120cGZK00E050.mp4?label=mp4_hd&template=640x360.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622502512&ssig=IV7KOG9Yjc&KID=unistore,video",无,2019-12-31 11:37,微博视频号,1276,254,142
InhOirk3m,【这里有一份2020年节日日历，可以收藏当壁纸哟】#2019年最后一天# 新的一年就快到了，你的日历准备好了吗？速收↓↓图/@人民日报  [组图共12张] 原图 ,,"http://ww3.sinaimg.cn/large/eaaf2affly1gafogw8a7ij20j612c7j6.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gafogwhwjdj20j612cqob.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gafogwqom6j20j612cass.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gafogx8ad5j20j612ctox.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gafogxeew7j20j612camt.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gafogxm211j20j612cncm.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gafogxsmlwj20j612c19q.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gafoh1el8cj20j612ctne.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gafoh1m0owj20j612c4i6.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gafoh1uu5wj20j612c4cz.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gafoh22t4jj20j612cwnn.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gafoh2hjtbj20j612c4cr.jpg",无,无,2019-12-31 09:57,无,4657,1597,367
InhmCd9Hv,这些话，温暖了2019  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/eaaf2affly1gaflzrgfdrj20u01hc45g.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gaflzrng6lj20u01hc10u.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gaflzrvybaj20u01hcqbx.jpg,http://ww4.sinaimg.cn/large/eaaf2affly1gafm9bvb3ij20u01hcdnn.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gafm9c0hpjj20u01hcth5.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gafm9c6j1uj20u01hcn4j.jpg,http://ww1.sinaimg.cn/large/eaaf2affly1gafm9cbtwzj20u01hcjxw.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gafm9cgodnj20u01hcjxw.jpg,http://ww3.sinaimg.cn/large/eaaf2affly1gafm9cprbkj20u01hcgrx.jpg",无,无,2019-12-31 08:49,NEX 3 5G,20516,3660,1537
Inh06gNtJ,【一句话，送别你的2019】今天是2019年的最后一天。这一年无论你是惊喜连连，还是留有遗憾，它都即将过去。回顾2019的点点滴滴，年初时定下的小目标，你都实现了吗？#早安#  原图 ,,http://wx1.sinaimg.cn/large/eaaf2affly1gafkg3uue1j20rs0rsn9f.jpg,无,无,2019-12-31 07:54,无,1474,234,522
